#@ TextLoader{
#@   header+
#@   sep=semicolon
#@   col=Time:R4:0
#@   col=V1:R4:1
#@   col=V2:R4:2
#@   col=V3:R4:3
#@   col=V4:R4:4
#@   col=V5:R4:5
#@   col=V6:R4:6
#@   col=V7:R4:7
#@   col=V8:R4:8
#@   col=V9:R4:9
#@   col=V10:R4:10
#@   col=V11:R4:11
#@   col=V12:R4:12
#@   col=V13:R4:13
#@   col=V14:R4:14
#@   col=V15:R4:15
#@   col=V16:R4:16
#@   col=V17:R4:17
#@   col=V18:R4:18
#@   col=V19:R4:19
#@   col=V20:R4:20
#@   col=V21:R4:21
#@   col=V22:R4:22
#@   col=V23:R4:23
#@   col=V24:R4:24
#@   col=V25:R4:25
#@   col=V26:R4:26
#@   col=V27:R4:27
#@   col=V28:R4:28
#@   col=Amount:R4:29
#@   col=Label:BL:30
#@ }
Time;V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20;V21;V22;V23;V24;V25;V26;V27;V28;Amount;Label
126315;1.7702168;-0.35660788;-0.4594805;1.4116622;-0.11699135;0.47635484;-0.2821342;0.1797002;0.8035892;0.09690997;0.55241734;1.7347928;0.3353778;-0.18504152;-1.8863355;-0.28927907;-0.289992;-0.51278496;0.40747193;-0.09363646;-0.42600456;-1.1076564;0.4091855;0.63834506;-0.35125422;-1.1641226;0.041323785;-0.021378983;70.34;0
128694;-0.33498663;1.0590485;-0.0751396;-0.5271797;0.10538669;-1.1996096;0.6493127;0.22012094;-0.21357858;-0.63709015;-1.0653404;0.307686;0.081614934;0.43017352;-0.44173387;0.026754323;-0.23686002;-0.7110368;-0.09394429;-0.123573065;-0.21048577;-0.58452487;0.13815548;0.03849219;-0.46426514;0.13954672;0.12087024;0.028280713;8.99;0
131024;0.4697495;-1.2375555;-1.7673407;4.83349;-0.26871455;-0.51275986;1.1401488;-0.341273;-1.046351;0.08566154;-0.00012118033;-0.05438084;0.73619163;-2.3066447;-0.46400335;1.6727228;1.1657366;0.5613227;-2.3007977;1.277315;0.3039053;-0.64707524;-0.37301365;0.26080114;-0.4965664;-0.24597277;-0.11785767;0.14477418;723.21;1
131375;2.0550401;0.004848629;-1.0478263;0.40022358;-0.035186943;-1.108814;0.22777443;-0.35787046;0.4098785;0.039789867;-0.5440311;0.91581726;0.9197945;0.10986984;-0.0070031392;-0.20418113;-0.28083372;-1.0641501;0.068589725;-0.1766232;-0.2738059;-0.6047849;0.33706486;0.01029301;-0.28417167;0.19823445;-0.061843615;-0.05873801;1.29;0
131672;-0.7875131;0.7360591;-0.49190187;-0.20139661;0.65155053;-1.0786743;1.2102385;-0.27620965;-0.19554426;-0.5093552;1.2631435;0.2705463;-0.3291235;-0.75594175;0.07048131;0.21831805;0.29332495;1.244217;0.15679403;-0.12800524;0.3044805;1.1988866;-0.053253714;0.011966848;-0.43390006;-0.1799124;0.2937266;0.3036751;94.33;0
133774;2.1154673;-0.04051205;-1.7043741;0.09617637;0.54599035;-0.50331855;0.17104906;-0.2726027;0.61091393;-0.0099006295;-1.2748221;0.23425746;0.61507756;0.32437336;0.8280221;0.033952646;-0.8208828;0.19472109;0.014631229;-0.15064786;0.21686067;0.76243687;-0.061703656;0.13240801;0.3762466;-0.096950896;-0.020916149;-0.055376697;8.99;0
133818;1.8814466;1.149334;-1.7210004;3.9943712;1.1496822;-0.3103462;0.37652972;-0.02622535;-1.3507895;0.47230572;1.1052443;0.018390663;-0.042942718;-2.3555422;-1.2997442;1.9462017;1.0404617;0.9700552;-1.3342098;-0.18582125;-0.39191124;-1.1234727;0.25840437;-0.6507685;-0.23808032;-0.341731;-0.00672312;0.005005804;6.21;0
134766;-0.07965253;3.2220104;-3.7242014;6.037345;0.58339477;-0.69134617;-1.7998848;-2.6277814;-4.001338;-2.2715259;1.5138981;-3.6829436;0.18583043;-4.6927876;0.24749568;-2.681881;-2.2861447;-1.0488449;0.9948295;1.1985372;-0.6646943;1.1385565;-0.35075337;-0.2874673;0.80888903;0.82396173;0.66849655;0.59560984;1;1
134928;1.2049342;3.2380695;-6.0103245;5.7208467;1.5483998;-2.3210635;-0.78188044;0.07661924;-2.976249;-4.0702567;3.3941522;-4.5477424;-0.063634194;-10.516465;0.053267382;0.20407952;0.46292934;0.84116906;-2.2213838;0.3381607;0.09834147;-0.8458659;-0.03122777;0.42114642;0.38836142;0.056034744;0.49182782;0.3408467;0;1
135224;1.7903229;-0.3202821;0.06297255;1.4237678;-0.9212744;-0.54618645;-0.50971484;0.10889758;0.76712465;0.33810356;1.1162617;0.7697658;-1.0800494;0.4088398;-0.19662815;0.45244896;-0.64931875;0.29989964;-0.38693678;-0.24881937;-0.0687406;-0.23969087;0.40342152;0.4502929;-0.5280643;-0.9951511;0.04143841;-0.023924831;45;0
135371;2.0237517;0.21313342;-1.7658901;0.5097046;0.29754624;-1.4085858;0.3732023;-0.45246133;0.4399088;-0.5131241;-0.3022552;0.5732054;1.0740328;-0.94074136;0.79650134;0.19940658;0.28379178;0.42394778;-0.39141712;-0.08749595;0.2119438;0.7878945;-0.071628176;-0.14422113;0.29991853;-0.100287884;-7.3727315E-05;-0.026332945;26.59;0
136324;1.978153;-1.2706492;-0.24735393;-0.31167865;-1.3182342;0.12258711;-1.3219227;0.19136257;0.7435351;0.6435091;-1.6630604;-0.75699365;-0.934242;-0.13028292;0.9997808;-0.882307;-0.46975666;1.9449909;-0.9699677;-0.54615337;-0.2886019;-0.42301902;0.31030756;0.3793507;-0.5133437;-0.42685935;0.05691252;-0.009105558;71.71;0
139951;-2.9219444;-0.22806238;-5.877289;2.2018836;-1.9354398;0.6311409;-1.2451063;1.511348;-1.8999866;-6.428231;4.229154;-5.292314;-0.88808674;-7.6722503;0.547571;-4.30706;-5.7011743;-1.772803;-0.1931322;2.2307348;1.4416223;0.89552796;1.3855112;-2.0280242;0.50913095;0.17264292;0.726781;0.23451392;723.21;1
142840;-3.6138504;-0.9221357;-4.7498875;3.3730013;-0.545207;-1.171301;-4.1723146;1.5170159;-1.7758327;-3.7540538;2.7315757;-3.4893746;1.5473801;-4.5712676;-0.5179586;-4.2390866;-9.250634;-2.4348278;1.9873862;-0.32054096;0.78678703;0.89306486;1.0349066;0.097671084;-1.3455511;-0.7883289;1.055442;0.099971406;144.8;1
144377;2.0632632;-0.0635685;-1.0646328;0.4200421;-0.16781989;-1.2248608;0.16818736;-0.32236886;0.57564986;0.08042422;-0.7721537;0.31991372;-0.16633005;0.32125345;0.064330265;-0.09719301;-0.271789;-0.84467787;0.14459863;-0.24119185;-0.29185858;-0.71569735;0.34485984;0.040003367;-0.30697808;0.19624545;-0.072045155;-0.0604952;0.89;0
145758;-0.8544785;-0.7075505;0.18120341;-0.48010713;0.07935096;1.930098;1.3592328;0.38832766;0.52309746;-1.3455732;-0.8301001;0.2611942;-0.1424875;-0.13483796;0.218391;-1.1984032;0.4506873;-1.0781722;-1.34941;0.51895654;0.62054336;1.5046939;0.7561193;-0.34427014;-0.62766343;-0.19545329;0.17559955;0.24880163;355.11;0
146179;-0.06767162;4.2511806;-6.5403886;7.283657;0.51354086;-2.6350663;-1.8659108;0.78027165;-3.8682485;-4.851487;3.8711653;-6.887637;-1.7905002;-11.272316;1.3013631;-1.6898365;-0.052932538;0.7787348;0.2421625;0.519404;0.41543654;-0.4699376;0.0071280403;-0.3881473;-0.49339795;0.46646774;0.5663697;0.26299047;0.77;1
146755;-1.8741258;-6.0960894;-4.6604767;2.7601318;-0.86850077;-0.31740537;3.7479436;-1.0241667;-0.8540058;-0.41047537;0.6912675;1.1277937;0.6627502;1.4375082;-0.78267944;-0.38866177;-0.5018271;0.38803008;-0.6047717;3.9060388;1.5839225;0.12821133;-2.078343;-0.22355166;0.14909787;-0.40911844;-0.43700117;0.26422593;2046.2;0
146961;1.4209615;-2.1833556;-1.0195559;-0.808637;-0.72841793;1.2960759;-0.90490824;0.4769287;0.097348355;0.57644415;0.9625162;-0.17387603;-1.3845578;0.102263086;-0.12679273;0.38447186;0.98326313;-2.4552987;0.1020146;0.38449067;0.068227984;-0.39285263;0.21481861;-1.4755647;-0.8533927;-0.49878147;-0.00790095;-0.01917278;310.16;0
148323;2.174529;0.23816474;-2.4957452;0.05864436;1.1851926;-0.9014135;0.8415396;-0.5198382;0.058494866;0.03325473;-1.1932853;0.44987756;0.9324764;0.60093343;0.34421253;-0.4620154;-0.63995826;-0.29906917;0.2842039;-0.14390282;0.11868296;0.4971013;-0.12780276;0.09576842;0.6597127;-0.09087917;-0.06094206;-0.07158471;6.99;0
148479;-1.5416785;3.8467996;-7.604114;3.1214585;-1.2549242;-2.084875;-2.385027;1.4711398;-2.5305073;-5.1756597;1.9271858;-6.0111547;-1.1956015;-6.745561;-0.05809108;-4.3251324;-5.5580673;-1.5805312;0.9719063;0.114760086;1.0964047;1.0642222;0.06537033;0.25720945;-0.69365394;-0.3357017;0.5770515;0.39834836;122.68;1
151029;-3.8182137;2.5513377;-4.759158;1.636967;-1.1679001;-1.6784134;-3.1447325;1.2451055;-1.6925414;-4.7599316;3.642257;-4.165202;0.70306987;-7.624316;-1.4980124;-4.0799923;-6.7171764;-1.8875496;1.3567483;0.16445345;0.83768547;0.76171213;-0.41769427;-0.46971247;-0.22593424;0.58641523;-0.3481074;0.08777687;10.7;1
155662;-1.9286133;4.6015058;-7.124053;5.716088;1.0265785;-3.189073;-2.2618968;1.1850964;-4.4419417;-6.646154;3.827868;-6.5186486;0.25113654;-12.456706;-0.64916646;-1.283145;-2.7185597;-0.08546609;-2.0973854;0.32879597;0.6022906;-0.5412875;-0.3546393;-0.7014921;-0.030972982;0.034069877;0.57339305;0.29468632;0.77;1
155733;-3.6181362;0.079345085;-2.151216;-0.63936096;0.09582888;1.3390383;1.262492;0.5512915;0.84197;0.6444052;-0.768439;0.43800837;0.18573803;0.1881595;0.44120544;-0.750852;0.50003874;-2.1083226;-1.0311133;-0.47228187;-0.4429801;-0.22931731;-0.6438256;-0.57109976;-0.9317689;0.18714684;0.3015026;0.28087318;264.83;0
156838;-0.9573395;0.3118807;-0.6732608;-1.0505965;2.0044188;-1.0667793;0.69178283;-0.17172158;0.5262946;-1.4040381;-1.889314;-0.6558191;-0.5035156;-1.9081076;-1.414957;0.783383;0.35264868;0.4699644;-1.095111;-0.39104092;0.035165593;0.256689;-0.37577727;-1.1413268;-0.35674658;0.35702777;-0.12750386;0.35517138;1.89;0
157161;2.0519967;-0.7255194;-0.48989356;-0.69207036;-1.1068633;-1.0111524;-0.77396536;-0.018939154;1.8677434;-0.31727546;-0.9704759;-0.6352108;-1.8409084;0.3378991;1.4408268;0.26867422;-0.34023428;0.22995624;0.01343768;-0.3147654;0.15617588;0.5600553;0.21789639;0.003973672;-0.41948336;0.7156955;-0.04626578;-0.058046997;0.01;0
158478;-1.0881674;1.5588704;-2.2642417;-0.06317674;2.6166303;4.2342277;-0.43266153;-1.4106458;-1.2466205;-0.7417319;-0.604144;0.2580948;-0.6061155;1.4080757;-0.046478618;-0.90386385;0.34885195;-0.30537984;0.525405;0.6541804;-1.1176699;0.8985644;0.040259145;0.7021629;0.036958512;-0.3700689;0.34426895;0.17041601;86.61;0
160868;2.224028;-0.57307285;-1.278373;-0.87815934;-0.5016087;-1.4129;-0.20046112;-0.5205734;-0.7569996;0.83659023;-0.36339638;0.17014408;1.6782703;-0.264356;0.16247869;0.80826706;0.067792095;-1.4884641;0.40927303;0.062167823;0.45109528;1.3964591;-0.030868338;0.14852871;0.25255576;0.060964562;-0.029509371;-0.062118437;15;0
162493;1.0545177;-1.6967316;-0.9075378;1.4770226;-0.5191294;0.7013324;-0.0025897871;0.011266712;0.9387439;-0.111245595;-1.4200995;0.58209074;1.1559432;-0.25191286;0.6768699;0.69187164;-0.98558474;0.2866665;-0.543548;0.8304548;0.2245899;-0.2822349;-0.16775309;0.014913476;-0.40477008;-0.8656007;-0.017744543;0.063627824;488.95;0
165132;-7.5039263;-0.360628;-3.8309522;2.4861028;2.4973667;1.3324369;-6.7839637;-15.415385;0.4655116;-0.39438125;1.0541072;0.9740585;-1.453668;-1.42562;0.5776616;0.8368078;2.8449497;1.6135095;2.5483127;-0.47512645;-6.389132;2.2499645;1.6705083;0.14045;0.16214742;1.2077309;1.2689584;0.09753823;12.31;1
167559;-1.1614016;-2.7500305;0.01479167;-1.172709;0.6862495;-1.2571692;-0.7157671;0.21817331;-0.30352303;0.40762538;-0.4308523;-0.43733066;-1.3361155;0.28005803;-1.157976;-0.63905174;-0.9199022;2.2494054;-1.4442098;0.113105714;0.26332718;0.38769895;1.1504985;-0.41320646;-2.1204617;0.18213701;0.20144673;0.39351997;210;0
169966;-3.1138315;0.5858642;-5.39973;1.8170924;-0.8406185;-2.9435477;-2.2080019;1.0587326;-1.6323334;-5.2459836;1.9335195;-5.0304646;-1.1274545;-6.416628;0.14123723;-2.5494983;-4.614717;-1.478138;-0.035480365;0.30627075;0.583276;-0.26920864;-0.45610777;-0.18365914;-0.32816777;0.6061158;0.88487554;-0.25370032;245;1
18399;-14.474438;6.5031843;-17.712633;11.270352;-4.150142;-3.3720982;-16.535807;-1.443947;-6.815273;-13.670546;10.545263;-15.022699;0.17163308;-15.066375;-0.25957593;-8.668739;-12.804141;-5.1166205;0.5792004;1.1012498;-2.4759622;0.34239072;-3.564508;-0.8181402;0.15340768;0.75507945;2.706566;-0.99291605;1;1
28658;-28.524267;15.876923;-29.468733;6.4475913;-20.786;-4.8656135;-19.501083;18.748873;-3.6429899;-7.9396424;4.184674;-5.8350754;1.2159597;-5.330144;-0.11863114;-5.3677754;-11.431757;-4.696924;0.6926884;1.706889;1.8057698;-2.1193762;-1.3174496;0.16984563;2.0516872;-0.210502;1.301734;0.3802462;99.99;1
33154;1.1813184;0.21379799;0.7076253;0.69625753;-0.5589176;-0.8296974;-0.010596027;-0.09677959;0.015884966;-0.1080659;0.46937162;0.5917044;0.1294494;0.31378826;1.25266;-0.14170085;0.053081784;-1.1563263;-0.67724466;-0.14875616;-0.19617994;-0.5373968;0.23349237;0.5991764;0.071437076;0.09161064;-0.012178091;0.02069579;0.89;0
33541;1.3205268;-0.48939678;0.5647416;-0.6289438;-1.0379522;-0.8140692;-0.52609694;-0.11535135;-0.8651232;0.5708217;0.33884636;-0.33443266;0.1533347;-0.07318342;1.0023186;0.7845099;0.6320712;-2.1290812;0.11567595;0.05617226;0.011323436;-0.076496005;0.14659743;0.38631827;0.1921947;-0.41079074;0.01954374;0.022069871;22.95;0
34214;1.0396023;-0.09619696;0.44171172;1.5313274;-0.537403;-0.3957121;0.007336942;0.06519601;0.5681474;-0.0901656;-0.58880097;-0.43459958;-2.197945;0.4989329;0.11032295;-0.71651345;0.49890044;-0.8260357;-0.4934624;-0.22394323;-0.07201675;-0.18931274;-0.043438587;0.3683887;0.5322968;-0.33179918;0.01725023;0.024088427;60.55;0
34256;0.5392759;1.5548898;-2.0661802;3.2416174;0.18473572;0.028329559;-1.5155214;0.53703535;-1.999846;-2.1331763;2.756172;-2.2428644;0.6152043;-4.652804;0.22216381;-0.775666;-3.2186182;-0.3709925;-0.68619674;0.30273458;0.37177345;0.11195459;-0.30522507;-1.0538353;0.7711749;0.24087821;0.41843453;0.23216972;19.02;1
34634;0.3334995;1.6998734;-2.5965612;3.6439452;-0.58506763;-0.65465856;-2.2757885;0.67522895;-2.0424159;-2.834871;2.802005;-4.3927326;-1.3696715;-5.3272867;0.16315897;-1.3593894;-5.095183;-0.33801267;-0.12413799;0.3293417;0.46921194;-0.14436266;-0.31798095;-0.7696443;0.8078546;0.2281643;0.55100185;0.30547342;18.96;1
35585;-2.0190008;1.4912697;0.005221816;0.8172533;0.97325224;-0.63926834;-0.974073;-3.1469288;-0.0031590736;-0.121653214;0.024369605;-1.0738122;-2.002769;-0.8954336;1.7489363;-0.103527024;2.0311956;0.31759834;0.38676062;-1.0299647;2.839596;-1.1854428;-0.14281188;-0.08610294;-0.32911325;0.52360123;0.62628275;0.15243994;0.76;1
35899;-2.8571699;4.0456014;-4.197299;5.487199;-3.0707762;-1.4226863;-5.651314;2.0196574;-5.015491;-6.3197074;3.7796023;-8.077094;1.4408889;-7.8919086;0.5304528;-7.95407;-14.265056;-5.7710643;2.8921697;0.98160875;1.0803227;-0.56138414;0.102678426;-0.06719472;-0.47693118;-0.10371636;1.1669616;0.6636321;1;1
40919;-2.7404826;3.658095;-4.1106358;5.3402414;-2.6667747;-0.09278181;-4.3886986;-0.2801327;-2.8218946;-4.4662843;3.9697998;-7.346717;-1.1633117;-8.225569;0.82500184;-6.772867;-8.815785;-4.568859;1.1265987;0.18532526;2.4174955;-0.09771195;0.3821545;-0.15475652;-0.40395594;0.27789494;0.8300616;0.21869044;112.33;1
41181;-7.334341;4.960892;-8.451409;8.174825;-7.237464;-2.3827107;-11.5088415;4.6357975;-6.5577602;-11.519861;6.455828;-13.380222;0.5452792;-13.026864;-0.45359454;-13.251542;-22.883999;-9.287832;4.0382304;0.7233138;2.153755;0.033921618;-0.01409492;0.62525;-0.053390335;0.16470873;1.4110475;0.3156448;11.38;1
41358;-1.2700505;-0.10053773;-0.29187456;-1.6285872;-1.0885531;-0.5449641;1.724503;0.2762816;0.77148485;-1.9137448;-0.819219;0.029395187;-1.3664925;0.7693154;0.26925915;-1.004088;0.31873602;-0.3363707;-0.28909475;0.45702213;0.34131673;0.55866796;0.6971917;0.034555975;-0.018952597;-0.7952539;0.20582823;0.19862604;347.48;0
41413;-15.14045;7.378042;-16.356367;9.194935;-13.466164;-2.9584305;-16.165539;10.0752535;-7.901821;-13.009403;4.828235;-11.058401;1.9981256;-8.592048;0.5403853;-10.615746;-21.017899;-8.397393;3.183559;-1.691482;3.147428;0.3416776;-1.1501625;0.79518974;-0.19454218;0.14596356;-2.4586804;-1.1898879;106.55;1
41486;1.0764304;0.20276992;1.3709453;2.816299;-0.86596256;-0.14840518;-0.39755005;0.09439577;0.046585564;0.52694535;-0.77681094;-0.018863013;-0.50821173;-0.21764296;-0.39840117;0.37433627;-0.20885079;-0.18652895;-0.99212545;-0.16239454;0.09573778;0.38867402;-0.06398954;0.7343381;0.46727562;0.12855205;0.023644952;0.033837955;22.82;0
41646;-3.2401867;2.9781218;-4.162314;3.8691244;-3.6452565;-0.12627056;-4.7447295;-0.06533104;-2.1683662;-4.758304;3.471098;-6.533107;-0.98346865;-6.073989;1.1254067;-7.7180424;-9.855927;-5.1939077;2.0426977;-0.22404346;2.6014411;0.23191011;-0.036489848;0.042639647;-0.43833035;-0.12582108;0.42129982;0.003145876;172.32;1
42085;-1.3237134;0.91398907;1.2962638;-1.3482618;0.050327875;0.17288572;0.32308957;0.631852;-0.8299938;-1.0115864;1.5613426;0.91903955;0.016324965;0.6026459;0.29608122;0.0484796;-0.025522199;-0.6854794;-0.878961;-0.20987177;0.23593917;0.4696516;-0.2430175;-0.19712196;0.22486205;1.0532135;-0.29110828;-0.046457313;30.99;0
4245;-0.55720973;1.0668683;1.5750347;0.15608358;0.36506134;0.07081669;0.7488166;-0.17869706;1.0595205;-1.0077201;-0.49148175;-2.2594357;2.4460385;1.0324734;-1.1595833;-0.23978485;0.4442389;-0.08077269;0.54487187;-0.022586243;-0.33342302;-0.574298;-0.28872138;-0.4530081;0.16954234;0.24549684;-0.09136738;0.07318041;29.82;0
43754;1.507341;-1.0211368;0.35284817;-1.5845265;-1.062711;0.047025982;-1.1135254;-0.029347623;-1.8001461;1.3465967;-0.8275207;-0.6340269;1.4090378;-0.55050194;0.9854545;-0.2714316;0.35664645;-0.35099384;-0.28894547;-0.26876414;-0.38413033;-0.6912936;0.09086209;-0.80402434;0.1935203;-0.33120638;0.06230536;0.020483905;19;0
4435;1.1460396;0.2346913;0.7217679;0.7146867;-0.2776783;-0.26681086;-0.2020611;-0.010437629;1.0657878;-0.31314173;2.8182528;-1.3459861;1.7223963;1.9317657;-0.1576727;0.12354582;0.41673163;-0.27578896;-0.47005272;-0.15212093;-0.31101048;-0.6784886;0.1840056;0.15575515;0.057798594;0.054969907;-0.045113645;0.0023988015;10.49;0
472;-3.0435407;-3.1573071;1.0884628;2.2886436;1.3598051;-1.0648226;0.32557428;-0.06779365;-0.27095285;-0.83858657;-0.41457546;-0.50314087;0.6765016;-1.6920289;2.000635;0.6667797;0.59971744;1.725321;0.28334484;2.1023388;0.6616959;0.4354772;1.3759657;-0.29380316;0.27979803;-0.14536172;-0.25277314;0.035764225;529;1
49071;-0.8487237;1.3469665;0.9371079;0.8711196;0.17151241;1.0818475;-0.16076538;0.8880223;-0.7540852;-0.3689848;1.0172849;0.45600787;0.15559797;0.13464706;2.8235548;-1.5227461;2.0934615;-1.9390589;-0.12504254;0.04491308;-0.015134261;0.09223689;0.27085277;-0.665935;-1.0065448;0.37990087;0.20294225;0.15253644;4.49;0
49136;-3.622839;-2.634715;0.4516513;-0.65752673;-3.7365167;1.2589508;2.059915;-0.1861687;-0.37999946;-0.69596314;-0.48565936;-0.33563635;0.12166777;-0.8774249;-0.7998823;1.1872897;0.7886145;-2.0480435;-0.19046338;-1.1682594;-0.2324693;0.30948764;-0.962477;0.59282005;-0.14998864;-0.40792295;0.45298752;-0.37402633;823.38;0
49448;-1.3060006;0.9203969;2.4117677;1.3093755;-0.86908823;-0.0650707;-0.31528345;0.68905634;-0.5420416;-0.40145975;0.13876277;0.42944196;0.551158;0.20730934;1.9592566;-0.1671238;0.32635805;0.005588326;-0.12152786;0.27516204;0.26984602;0.68271226;-0.040170263;0.60896856;0.09595045;-0.16877456;0.2592709;0.06070951;45;0
53038;-1.3257002;0.5225002;1.9144092;1.1313467;-2.3986177;2.214387;1.6232584;-0.7957637;0.1728248;0.073481485;1.0098463;-0.5000555;-1.8887823;-0.008579719;0.8617911;-0.102809004;-0.002530834;0.7735005;0.59468466;-0.2758637;0.7808343;0.5442563;-0.043482903;0.0041130143;0.23155782;-0.03941;0.43044904;-0.25243312;450;0
54342;1.155004;0.31536698;0.90579695;1.125911;-0.46000347;-0.46364892;-0.10003284;-0.035507225;0.0394256;-0.103375494;0.3196973;0.9068503;0.83936566;0.110084586;1.3050815;-0.05369972;-0.19913262;-0.85165447;-0.8536082;-0.13102841;-0.13616204;-0.31255934;0.17660058;0.37282974;0.21202925;-0.6156452;0.06037163;0.035439156;0.12;0
54482;0.10736146;-0.41364133;0.90785754;-2.488864;-0.6926069;-0.59298587;-0.192451;-0.09373586;-2.51611;1.1080077;0.7172401;-0.1078068;1.1336101;-0.39088294;-0.99638313;-0.0014001137;-0.22537257;0.58713883;-0.43830132;-0.31321922;0.02136869;0.4144511;0.13024244;-0.008708443;-1.0677667;-0.5527989;0.24258928;0.22536625;25.13;0
