#@ TextLoader{
#@   header+
#@   sep=semicolon
#@   col=V1:R4:0
#@   col=V2:R4:1
#@   col=V3:R4:2
#@   col=V4:R4:3
#@   col=V5:R4:4
#@   col=V6:R4:5
#@   col=V7:R4:6
#@   col=V8:R4:7
#@   col=V9:R4:8
#@   col=V10:R4:9
#@   col=V11:R4:10
#@   col=V12:R4:11
#@   col=V13:R4:12
#@   col=V14:R4:13
#@   col=V15:R4:14
#@   col=V16:R4:15
#@   col=V17:R4:16
#@   col=V18:R4:17
#@   col=V19:R4:18
#@   col=V20:R4:19
#@   col=V21:R4:20
#@   col=V22:R4:21
#@   col=V23:R4:22
#@   col=V24:R4:23
#@   col=V25:R4:24
#@   col=V26:R4:25
#@   col=V27:R4:26
#@   col=V28:R4:27
#@   col=Amount:R4:28
#@   col=Label:BL:29
#@   col=Features:R4:30-58
#@   col=FeaturesNormalized:R4:59-87
#@ }
V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20;V21;V22;V23;V24;V25;V26;V27;V28;Amount;Label;V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20;V21;V22;V23;V24;V25;V26;V27;V28;Amount;V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20;V21;V22;V23;V24;V25;V26;V27;V28;Amount
-1.4568763;3.7403057;-7.4045186;7.440964;-1.549878;-1.6616969;-5.757213;1.615011;-2.1948807;-6.807135;6.8257933;-10.399749;1.8364488;-11.872845;-3.6423926;-6.044103;-9.750776;-3.1163723;0.06531715;0.52955735;0.9578974;0.14533947;-0.0447039;-0.5449617;-0.75775653;-0.005352369;0.31815228;-0.32355362;2.28;1;-1.4568763;3.7403057;-7.4045186;7.440964;-1.549878;-1.6616969;-5.757213;1.615011;-2.1948807;-6.807135;6.8257933;-10.399749;1.8364488;-11.872845;-3.6423926;-6.044103;-9.750776;-3.1163723;0.06531715;0.52955735;0.9578974;0.14533947;-0.0447039;-0.5449617;-0.75775653;-0.005352369;0.31815228;-0.32355362;2.28;-0.23374417;0.8692267;-1.0053174;1.8671954;-0.33400145;-0.8676272;-0.85068566;0.3050804;-0.8146398;-1.267639;2.0307915;-1.8926578;1.7504612;-2.026032;-3.667608;-1.5188943;-1.4388887;-1.189001;0.050867382;0.47043136;0.30441278;0.114710346;-0.035238124;-0.98817027;-1.0902436;-0.01128063;0.3138377;-0.6969195;0.009707154
-28.709229;22.05773;-27.855812;11.845013;-18.983812;6.4741144;-43.557243;-41.044262;-13.320155;-24.588263;3.4819517;-9.128342;-3.0082555;0.79657996;-2.1022985;-5.6603665;-13.032785;-5.3923492;-0.9010408;11.059004;-22.797604;8.316276;5.46623;0.02385423;-1.5271447;-0.14522518;-5.682338;-0.43913367;0.01;1;-28.709229;22.05773;-27.855812;11.845013;-18.983812;6.4741144;-43.557243;-41.044262;-13.320155;-24.588263;3.4819517;-9.128342;-3.0082555;0.79657996;-2.1022985;-5.6603665;-13.032785;-5.3923492;-0.9010408;11.059004;-22.797604;8.316276;5.46623;0.02385423;-1.5271447;-0.14522518;-5.682338;-0.43913367;0.01;-4.606167;5.1260962;-3.7820063;2.9723234;-4.0910454;3.3803504;-6.436017;-7.7533836;-4.9438353;-4.578878;1.0359409;-1.6612734;-2.8674006;0.13593175;-2.116852;-1.4224606;-1.9232035;-2.0573628;-0.7017083;9.824247;-7.2449117;6.563687;4.3087893;0.04325449;-2.1972225;-0.30607596;-5.605278;-0.94587356;4.2575233E-05
-2.4883628;4.3590193;-7.7764096;5.3640265;-1.8238772;-2.4451401;-4.964221;1.4848901;-2.9478989;-7.1753497;7.3436522;-10.178995;2.1421506;-8.983052;-0.47374603;-8.143342;-9.785677;-3.0865195;3.3797133;0.7922747;1.3256724;1.0212262;-0.2664762;-0.37088045;0.3655352;0.08137202;0.18498304;-0.21158245;1;1;-2.4883628;4.3590193;-7.7764096;5.3640265;-1.8238772;-2.4451401;-4.964221;1.4848901;-2.9478989;-7.1753497;7.3436522;-10.178995;2.1421506;-8.983052;-0.47374603;-8.143342;-9.785677;-3.0865195;3.3797133;0.7922747;1.3256724;1.0212262;-0.2664762;-0.37088045;0.3655352;0.08137202;0.18498304;-0.21158245;1;-0.39923796;1.0130124;-1.0558095;1.3460199;-0.39304876;-1.2766889;-0.7335132;0.28050017;-1.0941259;-1.3362087;2.1848636;-1.8524826;2.0418494;-1.5329057;-0.47702566;-2.046437;-1.4440387;-1.1776111;2.6320374;0.7038159;0.421289;0.8060109;-0.2100515;-0.6725116;0.5259241;0.17149933;0.18247442;-0.45573878;0.0042575235
-2.8771765;4.5696487;-9.553069;4.441079;-3.6539614;-1.8779808;-3.5143535;1.547608;-2.503304;-7.5756345;7.0021358;-9.959194;2.122072;-8.8848715;-1.6448575;-7.189926;-10.445105;-3.2719076;1.4822774;0.10561511;1.2728963;1.3002684;-0.0039501335;-0.36084777;-0.597526;-0.39090124;0.59219694;-0.24101016;346.94;1;-2.8771765;4.5696487;-9.553069;4.441079;-3.6539614;-1.8779808;-3.5143535;1.547608;-2.503304;-7.5756345;7.0021358;-9.959194;2.122072;-8.8848715;-1.6448575;-7.189926;-10.445105;-3.2719076;1.4822774;0.10561511;1.2728963;1.3002684;-0.0039501335;-0.36084777;-0.597526;-0.39090124;0.59219694;-0.24101016;346.94;-0.46162003;1.0619615;-1.297028;1.1144204;-0.7874352;-0.9805562;-0.5192808;0.2923478;-0.9291125;-1.4107506;2.0832565;-1.8124808;2.0227108;-1.5161518;-1.6562444;-1.8068417;-1.5413482;-1.248343;1.1543611;0.093823;0.4045171;1.0262473;-0.0031137168;-0.65431947;-0.85970736;-0.8238618;0.58416593;-0.5191247;1.4771051
-4.221221;2.8711207;-5.8887157;6.890952;-3.4048944;-1.1543939;-7.7399282;2.8513632;-2.5075686;-5.110728;5.3508897;-9.299808;2.7931404;-6.106552;-2.106947;-6.2506294;-13.566325;-4.19278;0.51057017;-0.2278815;1.6205913;1.567947;-0.57800746;-0.05904481;-1.8291688;-0.07242872;0.1367343;-0.59984756;7.59;1;-4.221221;2.8711207;-5.8887157;6.890952;-3.4048944;-1.1543939;-7.7399282;2.8513632;-2.5075686;-5.110728;5.3508897;-9.299808;2.7931404;-6.106552;-2.106947;-6.2506294;-13.566325;-4.19278;0.51057017;-0.2278815;1.6205913;1.567947;-0.57800746;-0.05904481;-1.8291688;-0.07242872;0.1367343;-0.59984756;7.59;-0.67726123;0.6672328;-0.7995157;1.7291783;-0.7337608;-0.60274744;-1.1436516;0.538631;-0.93069535;-0.9517305;1.5919822;-1.6924787;2.662358;-1.0420476;-2.1215327;-1.5707948;-2.0019362;-1.5996867;0.39761946;-0.20243815;0.515012;1.2375147;-0.4556179;-0.107065;-2.6317682;-0.15265046;0.13488;-1.2920438;0.032314602
-5.60369;5.222193;-7.51683;8.117724;-2.7568579;-1.5745646;-6.3303432;2.9984188;-4.508167;-7.3343773;7.188724;-10.655181;2.5946798;-10.242859;-0.19115812;-5.504334;-8.697778;-1.9342253;1.9587499;0.227526;1.2428962;0.42840838;-0.10118359;-0.5201991;-0.17693776;0.46144998;-0.106625184;-0.47966194;0;1;-5.60369;5.222193;-7.51683;8.117724;-2.7568579;-1.5745646;-6.3303432;2.9984188;-4.508167;-7.3343773;7.188724;-10.655181;2.5946798;-10.242859;-0.19115812;-5.504334;-8.697778;-1.9342253;1.9587499;0.227526;1.2428962;0.42840838;-0.10118359;-0.5201991;-0.17693776;0.46144998;-0.106625184;-0.47966194;0;-0.8990674;1.2136092;-1.0205661;2.0370178;-0.59410775;-0.82213247;-0.93537134;0.5664103;-1.6732264;-1.3658231;2.1387699;-1.939144;2.4731898;-1.7478844;-0.19248144;-1.3832493;-1.2835013;-0.7379721;1.5254261;0.20212233;0.39498332;0.33812475;-0.079758584;-0.9432687;-0.25457418;0.97255;-0.1051792;-1.0331695;0
-5.552122;5.678134;-9.775528;8.416295;-4.409844;-1.5062354;-6.899839;3.750443;-3.8797925;-6.8641644;7.051065;-10.137529;2.8154397;-9.909168;-0.26222956;-5.0225573;-8.522975;-2.012939;1.5257324;-0.06478014;1.1284722;0.22848405;0.28625765;-0.5362941;-0.10492489;0.42091924;-0.29755688;-0.9461844;119.74;1;-5.552122;5.678134;-9.775528;8.416295;-4.409844;-1.5062354;-6.899839;3.750443;-3.8797925;-6.8641644;7.051065;-10.137529;2.8154397;-9.909168;-0.26222956;-5.0225573;-8.522975;-2.012939;1.5257324;-0.06478014;1.1284722;0.22848405;0.28625765;-0.5362941;-0.10492489;0.42091924;-0.29755688;-0.9461844;119.74;-0.89079374;1.3195674;-1.3272314;2.1119397;-0.9503292;-0.7864555;-1.01952;0.70846987;-1.4400023;-1.2782592;2.0978138;-1.8449363;2.683613;-1.690942;-0.2640449;-1.262178;-1.2577062;-0.768004;1.1882027;-0.057547323;0.35862023;0.18033287;0.22564435;-0.9724535;-0.15096363;0.8871276;-0.2935216;-2.0380373;0.50979584
-4.5173435;2.5002239;-4.0139275;1.1894516;-2.4868608;-1.4134755;-4.2457066;1.2650869;1.1688278;-4.5139065;3.6947112;-6.110443;-0.11052164;-4.184555;-0.9310346;-1.6147183;-3.3531802;0.23676203;0.0038960222;-1.0561622;1.3269442;0.102998964;0.5081669;-0.27801755;0.1397211;0.06461003;-0.9723583;0.35135958;2.27;1;-4.5173435;2.5002239;-4.0139275;1.1894516;-2.4868608;-1.4134755;-4.2457066;1.2650869;1.1688278;-4.5139065;3.6947112;-6.110443;-0.11052164;-4.184555;-0.9310346;-1.6147183;-3.3531802;0.23676203;0.0038960222;-1.0561622;1.3269442;0.102998964;0.5081669;-0.27801755;0.1397211;0.06461003;-0.9723583;0.35135958;2.27;-0.72477174;0.5810384;-0.5449742;0.29847455;-0.5359229;-0.73802257;-0.6273455;0.2389787;0.43381566;-0.84058917;1.0992405;-1.1120439;-0.10534671;-0.71407;-0.9374799;-0.40578172;-0.49481732;0.09033269;0.003034126;-0.93823993;0.42169318;0.081292756;0.40056568;-0.50412476;0.20102766;0.13617182;-0.9591718;0.7568122;0.009664578
0.080319144;0.9792404;1.6037233;1.0964049;-0.15265189;-0.075929865;0.20754783;-0.33184782;1.6522447;-0.06866008;0.5795185;-2.142474;2.657407;1.1798177;1.5248333;-1.1317403;0.93979806;0.55889136;2.2652838;0.38862807;-0.21422805;0.13074346;0.051315207;-0.07673828;-1.0679805;-0.6193146;0.24779667;0.06477587;4.95;0;0.080319144;0.9792404;1.6037233;1.0964049;-0.15265189;-0.075929865;0.20754783;-0.33184782;1.6522447;-0.06866008;0.5795185;-2.142474;2.657407;1.1798177;1.5248333;-1.1317403;0.93979806;0.55889136;2.2652838;0.38862807;-0.21422805;0.13074346;0.051315207;-0.07673828;-1.0679805;-0.6193146;0.24779667;0.06477587;4.95;0.012886566;0.22757015;0.2177388;0.27512592;-0.032896753;-0.039645504;0.030667262;-0.06268705;0.61323804;-0.012786025;0.17241678;-0.38991037;2.53298;0.20132904;1.5353893;-0.28440845;0.13868278;0.21323587;1.7641472;0.34523708;-0.068080105;0.10319032;0.040449526;-0.1391483;-1.5365871;-1.3052648;0.2444362;0.1395242;0.02107474
1.8814119;0.5713633;-0.6181102;3.8651;0.3567368;-0.23431848;0.054816645;-0.08861846;0.12512396;1.3889029;1.3576667;-3.002739;0.000839242;2.3695955;-1.5877907;1.1210347;-0.31450668;0.7098746;-1.6840554;-0.40618533;0.12402447;0.4795895;0.082419194;-0.037171543;0.0028716964;0.07257552;-0.08889378;-0.06915199;15.28;0;1.8814119;0.5713633;-0.6181102;3.8651;0.3567368;-0.23431848;0.054816645;-0.08861846;0.12512396;1.3889029;1.3576667;-3.002739;0.000839242;2.3695955;-1.5877907;1.1210347;-0.31450668;0.7098746;-1.6840554;-0.40618533;0.12402447;0.4795895;0.082419194;-0.037171543;0.0028716964;0.07257552;-0.08889378;-0.06915199;15.28;0.30185753;0.13278171;-0.08392132;0.9698873;0.076877415;-0.12234546;0.008099706;-0.016740292;0.046440322;0.25864443;0.40392935;-0.5464706;0.0007999464;0.40435773;-1.5987825;0.2817181;-0.046410672;0.27084106;-1.3115008;-0.36083403;0.03941407;0.37851983;0.06496743;-0.067402564;0.004131734;0.15295985;-0.08768826;-0.14895017;0.06505496
0.7451532;2.809299;-5.8254066;5.8355665;0.51231986;-0.61562234;-2.9165757;0.77671003;-1.8788319;-4.5469356;4.6987953;-8.507786;0.7182493;-7.6287103;-2.2495785;-2.5586686;-5.3046236;-0.95693845;-0.58532184;0.40283674;0.2848407;-0.8743835;-0.083995044;-0.65144163;0.45459384;0.050375897;0.7569526;0.38386893;0;1;0.7451532;2.809299;-5.8254066;5.8355665;0.51231986;-0.61562234;-2.9165757;0.77671003;-1.8788319;-4.5469356;4.6987953;-8.507786;0.7182493;-7.6287103;-2.2495785;-2.5586686;-5.3046236;-0.95693845;-0.58532184;0.40283674;0.2848407;-0.8743835;-0.083995044;-0.65144163;0.45459384;0.050375897;0.7569526;0.38386893;0;0.11955389;0.6528658;-0.7909202;1.4643456;0.11040584;-0.32143688;-0.43095315;0.14672285;-0.69733685;-0.8467399;1.397973;-1.548338;0.68461895;-1.3017951;-2.2651517;-0.64299816;-0.7827851;-0.36510426;-0.4558342;0.3578593;0.09052029;-0.6901142;-0.06620961;-1.1812487;0.6540597;0.106172025;0.7466873;0.8268359;0
-1.0006105;3.34685;-5.534491;6.835802;-0.2998033;0.0959513;-2.4404192;1.2863013;-2.7664382;-4.458008;4.696533;-8.762114;0.9858266;-7.320272;-1.0638405;-3.3711247;-4.2511578;-0.4300573;1.8040134;1.1898137;0.43975675;-0.6940992;0.29966033;-0.65760064;0.101647556;0.43045744;0.82468545;0.32695228;186.13;1;-1.0006105;3.34685;-5.534491;6.835802;-0.2998033;0.0959513;-2.4404192;1.2863013;-2.7664382;-4.458008;4.696533;-8.762114;0.9858266;-7.320272;-1.0638405;-3.3711247;-4.2511578;-0.4300573;1.8040134;1.1898137;0.43975675;-0.6940992;0.29966033;-0.65760064;0.101647556;0.43045744;0.82468545;0.32695228;186.13;-0.16053997;0.7777897;-0.75142235;1.7153393;-0.06460814;0.05009936;-0.36059627;0.24298616;-1.026776;-0.83017963;1.3972999;-1.5946233;0.9396675;-1.249162;-1.0712051;-0.8471699;-0.62732875;-0.16408134;1.4049212;1.0569689;0.13975148;-0.5478233;0.23620908;-1.1924167;0.14624828;0.90723026;0.8135016;0.70424;0.7924529
